Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Ecuador,ECU,1010325080.40254,979108815.580104,958598183.028212,1038389646.3161,1156150862.0479,1237593188.67092,1333639229.30096,1459699785.68927,1558747201.0583,1738833527.23962,1674802833.48626,1619776520.07266,1931926152.12028,2594243512.57019,3927882997.99392,4651229549.3968,5686725732.8473,6925319593.2002,7778728875.47375,9588596389.5653,11900704785.8461,13974698911.6703,13194324575.4285,11188362805.5945,11386458404.7009,11840675754.3296,10309942622.0953,9099361934.13675,9098361006.332,9527567454.7351,10355963786.8008,11348439539.9779,11996750826.4762,15063220705.4774,18581908127.48,20205685541.4211,21278200686.281,23647336355.1552,23266151902.576,16681996553.8681,15941641913.4676,21250000896,24899481000,28635909000,32642225000,37186942000,41705000000,45503600000,54208500000,52021900000,58910000000
"Egypt, Arab Rep.",EGY,4144244345.31504,4334054779.49568,4003322843.57581,4160465775.86303,4781695715.27468,5111620994.68964,5339520809.40076,5579168494.04541,6109112180.05879,6861743624.86754,7682492054.30835,8266003518.43292,8763960986.89005,9616725510.84664,9015166924.31046,11437965433.0321,13360477195.3619,14636028524.497,14849909082.9225,18150000949.0927,22912499711.7613,23405404411.8766,25592366135.4263,28137368590.4939,30642873685.5634,34689560501.8409,35880262453.4064,40507934104.2712,35044633281.4165,39648442465.4082,43130415154.4606,36970555121.6287,41855483504.0259,46578631212.6125,51897983715.5584,60159244485.2082,67629717779.7354,78436575743.8572,84828807269.5429,90710703939.461,99838540997.321,97632008050.9424,87850680572.7895,82923680621.5433,78845185709.4117,89685724889.1628,107484034648.245,130472894494.81,162836363636.364,188984088127.295,218912422332.079
El Salvador,SLV,625600000,636240000,706080000,746159936,822439936,877719961.6,929520025.6,976199987.2,1009760051.2,1049400012.8,1132920012.8,1186119987.2,1263720038.4,1442319974.4,1665879961.6,1884120064,2328280064,2941640089.6,3127959961.6,3463639859.2,3573959884.8,3437200179.2,3399189149.54629,3506347772.35901,3661683395.96533,3800368586.63113,3771663198.31579,3958045811.31949,4189880000.11559,4372215335.38462,4800907894.73684,5310996633.41646,5954671445.63919,6937988505.74713,8085554285.71429,9500491428.57143,10315542857.1429,11134716450.0974,12008418171.4286,12464655104,13134147768,13812744074.3771,14306700000,15046700000,15798300000,17070200000,18653600000,20376700000,22106800000,21100500000,21795720978.9054
Equatorial Guinea,GNQ,,,9122751.67862188,10840095.2882258,12712471.2856884,64748333.3333333,69110000,72317446.9327193,67514285.7142857,67225714.2857143,66331428.5714286,64946954.756798,65429198.238708,81203226.9138345,94159862.7073691,104295643.388437,103653049.93797,103987520.075827,,,,,,,,79591332.1613152,98848991.0822354,119715252.676015,127202126.136158,112006699.29738,132136515.306805,130595413.306273,154184144.878331,152130369.832495,125745167.442575,163980056.856399,259074043.423375,497741982.027137,455800102.923697,872015592.009095,1254223037.33709,1736112613.06461,2146760325.07893,2952360964.27017,5240842353.46417,8217298403.80681,9603185319.30486,12574935589.6714,18423399315.2788,12222203056.0902,14006505450.4853
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.648376,467876293.706829,531688311.688312,578015625,693535954.190067,686494476.137988,745526149.49945,688921325.712043,633600000,687595191.093052,675480056.97398,870232527.976135,1109048050.77063,1098393404.43392,1211186991.86992,1317983739.8374,1380162601.62602,1856715447.15447,2117008130.0813
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990490894.11922,4664756287.82528,5124453537.00086,5009758611.67189,4784154516.12093,3986615193.94678,3859654597.85702,3964933826.4463,4353053090.87206,4728686725.95794,5051702326.92169,5598168503.37718,5705472609.7312,5675782344.97379,6240081240.34556,7324477178.87285,9845350163.10153,12031313315.7611,13903289149.5415,16604835552.7034,21383914640.5457,23517187207.7801,19083960202.5406,18673908194.0836
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,7269140970.83699,7649012444.11083,8502744998.10741,8034754137.62235,9408755194.79569,9773749423.86118,10447188525.3062,10825913263.6389,11389270973.5016,12082576935.2691,13361446739.1711,14098012280.7535,8763557094.07188,6875170145.30772,7605674115.75156,8482883272.61888,8890826692.79282,8069437010.95367,7827068144.67499,8179533779.1746,8168590426.72951,7789548644.40273,8556184065.68502,10053969882.4315,12306605472.9328,15164485977.3608,19552720846.3449,26642461516.1887,31962250072.0036,29717009195.6346
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688872.97039,1125684470.05533,1062339943.83343,1154899793.33878,1268445919.41429,1486861878.95624,1683997930.26322,1730894295.38595,1970135198.76236,2278229880.41222,2412859692.82674,2198138372.28824
Fiji,FJI,112334368.396772,116993977.848207,122912941.205436,129461581.515562,140040154.324226,147084750.031482,150603925.515853,162625885.863484,166952937.135005,182182067.703568,219878482.173564,247749327.721267,316650508.967523,425963354.318811,558589870.903674,684268314.880156,694552425.086332,719533150.207107,829239489.844119,1019743927.24662,1202567354.52323,1235899836.18067,1194015409.69541,1123107240.90462,1177997413.63384,1141210124.82663,1290228616.82408,1177908191.97685,1109976927.91722,1182686577.22645,1337024782.22702,1383843860.1247,1531803060.54558,1635426125.30808,1825285158.11762,1970347720.96992,2129266728.42585,2093994597.21549,1656784779.545,1942170999.18765,1684109743.49338,1660102345.60309,1842691481.09196,2315935752.71653,2727507212.92556,3006725014.78415,3103099942.22992,3379863773.65469,3565203889.58595,2824829171.13528,3009445285.18499
Finland,FIN,5224102195.49791,5921659484.99906,6340580854.35456,6885920328.62259,7766655085.74158,8589340018.98085,9208524504.82431,9368954009.87051,8823033880.09215,10070766720.2297,11218177788.7882,12373712872.9753,14562308918.8414,19233466843.0061,24543963982.9841,29111039275.9011,31458685951.6849,33088387191.9728,35809386281.5884,43918485727.3699,52980554670.067,51760815651.6947,52142592821.0189,50249786507.2588,52082508903.8385,54941481197.2371,72268355618.1093,89987826322.1967,107110163468.372,116693917140.086,138844658684.497,125243346566.681,110128749668.171,87322785468.9289,100561183836.084,130699891067.538,128222883769.091,122909174206.849,129670672007.121,130217344981.888,121715496591.118,124561968680.09,135084697910.785,164126410835.214,188918068205.1,195626274685.37,207796362249.589,245952167831.402,270478631852.639,237989394909.723,238801324503.311
France,FRA,61552389493.2785,66586071133.8246,74640280632.0536,83679144478.5402,92771021020.3384,100189875358.216,108567874175.93,117361869858.358,128002407995.526,139897513046.379,146441360576.355,163695749970.404,200954746423.927,261475839717.148,282164893617.021,355600428331.039,367269461895.657,405390879914.416,500065697674.419,605023126734.505,690323502018.007,605221243210.622,574594670126.759,550344263705.999,521686482023.568,543485180318.295,758519935599.962,917896213030.667,1001159013324.52,1007009253547.19,1244163353812.79,1245405883036.86,1372968029739.78,1297003937919.85,1368007679584.12,1572060717571.3,1572775612257.98,1421492133063.61,1468872470535.91,1456430108672.49,1326334438916.53,1338302550335.57,1452030491247.88,1792214898419.86,2055677736181.73,2136555364870.92,2255705477450.04,2582389733356.33,2831794060131.1,2624504232172.85,2560002000000
French Polynesia,PYF,,,,,,176534589.603388,215659455.017302,220984369.12915,259590076.293001,242943776.862299,254035999.217198,296613496.873269,325843254.667122,431254103.046477,555337985.682991,690319754.911193,732286143.34291,793193187.415569,1005573294.20763,1215031775.26795,1362151523.68993,1279972866.38172,1286462642.63698,1335895286.3918,1378991403.37882,1507230778.89921,2301514717.29807,2543199148.38929,2687472829.62989,2636461517.1052,3181206304.81549,3267367609.89527,3558215110.24809,3694600399.89225,3522272321.40768,3982374845.92709,3954696873.74892,3567062511.87294,3775160797.38928,3797016068.69689,3447543137.94149
Gabon,GAB,141469031.798568,167637980.758635,182796578.946884,154480278.60261,215679929.559832,224830162.080266,244679991.735972,270606393.278591,295317537.157742,318431635.285511,322278708.004753,379244397.935987,430197058.007216,723394701.392007,1545530145.53015,2157521463.23255,3009038413.25634,2809459844.50686,2389647225.66921,3030274539.30049,4279223852.34264,3862289772.93637,3617856490.77962,3391240454.50967,3561424386.67155,3339936784.93523,3403696217.15276,3281759501.27104,3834519069.45512,4186428510.97311,5952310992.27221,5402937193.82076,5592407750.92466,4378645081.01769,4190854791.06628,4958830011.01873,5694067051.11915,5326811383.14459,4483354803.71551,4662985220.07471,5067838984.24113,4712839681.32708,4931503861.90182,6054886441.84446,7178135732.84713,8665738964.25944,9545984815.16189,11570855623.2748,14532816809.5484,10950127945.7902,13011421194.3918
"Gambia, The",GMB,,,,,,,44204926.8811873,46702996.3043173,41160656.3245523,45168720.2348731,52296833.8957431,55717759.747172,59170416.9358458,75205639.4538197,95791936.4633288,115182524.128837,112174343.254108,138094263.571978,171812083.364669,207158286.879906,241080735.953501,218786411.011804,216004321.502144,213414201.222346,177343744.525985,225719039.533976,185298351.475436,220638963.258665,266649275.078491,284067251.307013,316922483.399976,316778362.081927,347446023.593494,366381861.126117,363032586.721791,381945341.364836,391832142.750806,409636274.32666,416555766.813034,431935044.692919,420894585.161371,417921838.79737,369731927.241679,367172050.098879,400799200.799201,461032370.953631,508301859.90166,650934673.366834,821917808.219178,733483568.075117,806523947.750363
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7737994864.02542,6337314651.84142,3691110627.67643,2701180603.9004,2513870708.80177,2693731879.97194,3094915506.09548,3510540843.58306,3613500141.70833,2800024342.13492,3057453460.84974,3219487823.04872,3395778661.40362,3991374539.82055,5125763952.15645,6411141777.62762,7745401717.71248,10172869673.5843,12795044475.201,10766809096.1693,11667377223.7153
Germany,DEU,,,,,,,,,,,208869771014.803,241913902414.543,290121986812.243,385511902231.98,430926173909.757,474795560457.906,502973378670.188,581110225890.676,716562767185.979,852889587343.933,919609249838.606,774627579749.026,751503470621.424,745801590654.921,701699792454.127,708883867260.165,1012479276772.04,1256262486398.26,1355992248580.02,1353799614064.29,1714470068998.91,1808603417796.11,2062141515341.26,2004459955045.55,2146293841147.4,2522792411628.22,2438497530543.28,2160591021881.34,2184483716794.49,2143618154698.49,1900221116639.03,1890970917225.95,2016920760399.02,2442212189616.25,2745214902559.71,2788389792568.27,2918555186598.1,3329145212814.01,3634525945728.2,3330031687465.18,3309668874172.19
Ghana,GHA,1217152698.02007,1301712190.72816,1381791710.31264,1540270759.56025,1730669617.31356,2052919008.22474,2125717554.61569,1734263371.42476,1666209189.71438,1960701626.08232,2214131704.49489,2429084893.89511,2125150894.62117,2465633787.19261,2894472083.59892,2810106287.97853,2765339024.61678,3189542912,3662495574.5451,4020227803.51564,4445228030.89752,4222441903.86816,4035994541.74035,4057275046.641,4412279889.40837,4504342092.48212,5727602711.11698,5074830092.19048,5195042325.29996,5248940866.37037,5886003649.31714,6599578348.89352,6412625105.00566,5965704271.66164,5440519990.86173,6457441706.32367,6925530171.95906,6884024595.9385,7474018853.5249,7709811561.08343,4977488790.22412,5309158304.00125,6159567360.41953,7624164925.54772,8871872034.96118,10720345993.4001,20388317031.7218,24632480407.0768,28526922399.3369,26169336383.8361,31305891329.2222
Gibraltar,GIB
Greece,GRC,4446528163.42078,5016048784.812,5327573507.595,5949478033.20857,6680298248.69444,7600579090.97093,8455611126.8932,9136711285.24596,9915140543.55268,11266091567.3925,12644521250,14041680909.0909,16248963750,21505384349.8274,24395621818.1818,27450514771.5197,29978452238.806,34812475208.1406,42601321706.8646,52428039098.4361,54687320143.8849,50373168634.6864,52559022806.1224,47565521633.1269,46209784159.6131,46018118554.1574,54254217234.6641,63177798691.4947,73386409728.5611,76184559148.1326,94200829815.1333,101179582763.133,111843279478.012,104707216290.131,112206191587.079,131718377526.107,139293479218.573,135887062273.805,136513785771.936,134407989985.084,125558321824.212,131031555509.62,147388648229.814,194617482083.521,230039338149.783,242275723331.095,265071896399.759,310788749217.807,347042265250.668,326483368922.112,304865067454.305
Greenland,GRL,,,,,,,,,,,69520029.2730826,88570999.351486,106101302.474152,140153753.721821,169918944.063056,211192463.686328,240779415.675002,282269773.042773,355987428.402836,420645794.968404,476051769.013942,435749013.870185,402403057.151259,416184086.23097,379371913.715958,412876395.826869,603016317.536303,787390447.323345,898607670.624413,929799902.191124,1018977225.44427,1016500016.28505,1037916105.23293,927214127.934317,1005887592.03539,1208953358.99709,1197515637.92052,1072154406.78905,1149858126.95747,1131555107.04907,1068024993.98697,1086170638.72901,1169136691.35372,1426452030.10471,1644951892.18151,1702543476.55709,1738432116.43728,2121759848.4242,1739579593.56673,1267711816.12426
Grenada,GRD,,,,,,,,,,,,,,,,,,53322221.2805178,67548146.9552048,78314813.4317253,83614813.338124,87888887.3367152,95229627.9478137,101211115.249584,110100003.98149,128211102.920895,144011114.493709,167229626.676248,184533330.074357,213066662.903774,221070360.540201,241570366.104084,250914816.309425,250259242.98767,261777773.154616,276296291.416728,294651846.648113,304940747.207145,340814808.795808,379629397.739948,429579259.826097,422328925.312513,437249042.885607,480225509.75001,469329346.137131,553861241.834384,564437837.577708,610316806.549444,678487940.517032,614844433.5859,627851840.763588
Guam,GUM
Guatemala,GTM,1043599936,1076699904,1143600000,1262800000,1299099904,1331399936,1390700032,1453500032,1610499968,1715399936,1904000000,1984800000,2101299968,2569200128,3161499904,3645900032,4365300224,5480500224,6070600192,6902600192,7878700032,8607500288,8716999680,9050000384,9470000128,9721652291.98457,7231963339.80993,7084399820.8,7841603176.10697,8410724409.21075,7650125576.46279,9406097461.10555,10440842291.647,11399942820.3849,12983235118.703,14656917900.1721,15781579950.4132,17788657193.8986,19393672243.9406,18317089473.0904,19290566570.0483,18702816768.4838,20776640958.3363,21917582105.0783,23965280312.0871,27211230373.8306,30231130542.9832,34113106486.1272,39136286496.2176,37679806311.5385,41190056305.901
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899.3841,2041538057.02893,2384295763.72549,2432029380.43694,2666616176.91609,3014890569.04099,3284625277.16186,3279063317.63475,3383218922.79336,3693753379.05992,3869032270.91633,3783788551.0819,3588375984.48374,3461282189.69644,3112362568.47962,2892340075.98316,3053354383.62126,3446417029.1058,3666340827.63115,2937072435.47722,2821345794.39252,4209331037.15921,3778260000,4164652641.87867,4510589866.06099
Guinea-Bissau,GNB,,,,,,,,,,,78733538.8063883,78540000,87702857.1428572,89374185.136897,98775303.6437247,108985752.23376,112386559.139785,114971282.179455,122666792.285524,118537824.773414,110653830.726033,154731919.81352,165523638.932238,163577519.318569,138478894.557033,143856252.4,130225023.348513,173836468.02908,164457624.154058,213143606.240401,243961622.907763,257150338.21588,226313574.426262,236880892.391315,235620756.354667,253960479.167819,270419112.953954,268550722.154642,206457614.489053,224446335.712197,215455490.322762,199034150.791886,203613702.246397,475221954.576738,522654072.394978,572851536.58028,578517470.21362,690721455.889932,846854479.422026,834691371.569233,878517652.020351
Guyana,GUY,170216238.857225,185849532.898944,194949510.027706,175757891.595894,194774510.467537,213235288.136558,228705875.937914,250176463.570974,229750000,249300000,267800000,282049984,285380950.10288,307047632.991592,433954550.594288,494791660.338746,454439987.2,449880012.8,507079987.2,530439987.2,603200000,570357129.713125,482000000,489333333.333333,437631601.281027,453488351.977666,504651110.638475,354591836.363977,413799987.2,379779377.582769,396582263.898734,336708410.129226,368281383.484835,442273443.730503,540874922.208103,621626786.253521,705406032.26109,749138004.174265,717530696.527026,694754983.970153,712667925.076665,696281468.795938,722460911.622513,741929343.015696,785918769.749001,824880550.343965,1458449635.41684,1740335165.85998,1922600611.44269,2025496445.20716,2222102182.32533
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476346281.35777,2111405825.68328,1806285587.04556,2124933516.02791,2695499730.33928,2970865202.66312,3242667331.21432,3757500381.22703,4088703119.65814,3664503845.56892,3507981945.53618,3214632478.63248,2826481071.96147,3660678111.75362,4154243480.64401,4879740567.54908,5971284337.50737,6407707284.45521,6478628512.61795,6709802246.40048
Honduras,HND,335649984,356200000,387750016,410200000,457000000,508650000,549950016,598099984,646800016,668000032,723000000,731000000,802999968,912499968,1034500000,1124000000,1347999936,1669499968,1929499968,2251499968,2566000032,2819500000,2903500032,3076999968,3319000000,3639499936,3808500032,4152499968,3970386396.10148,3563448320,3048896180.84276,3068462060.1236,3419474978.86812,3481990761.34498,3432356578.82219,3911053180.39625,4034037162.16216,4663193916.34981,5202215657.31167,5372543554.00697,7105541205.28211,7566501475.58873,7776438040.83046,8233948656.82348,8871111446.50878,9757258851.2592,10917599271.8174,12392440366.1688,13969292165.0345,14317854031.9175,15400341887.5793
"Hong Kong SAR, China",HKG,1320799747.31592,1530754831.31986,1724850878.1022,1975045352.83099,2274710596.74153,2440893831.28295,2498293686.21991,2693639149.34219,2727287815.52225,3204798308.48138,3811503934.81542,4457936035.02479,5702110575.21756,8021762190.3396,9373795163.52748,10043625296.7931,12873439353.6228,15706134102.1096,18297189852.3859,22494588738.7897,28818266930.2261,30945568417.483,32192845699.9838,29783610996.0997,33353926835.5078,35531125657.8103,40911444316.2886,50466914593.4855,59600947988.7266,68752307692.3077,76887034659.8203,88833354780.5945,104002325280.971,119958117890.383,135542184265.01,144229968760.099,158965769143.744,176312232926.107,166908762265.45,163283016435.707,169121013113.141,166593107869.851,163780952482.717,158572061514.753,165886363636.364,177771729813.132,189931598257.772,207087259792.559,215365875584.322,209283263242.086,224457859239.046
Hungary,HUN,,,,,,,,,4684666743.46667,5205833591.46667,5542466666.66667,6032045245.59106,7074918566.77524,8761333582.94049,9603165775.40107,10949295027.2893,12689645219.4829,14173861740.6518,16573684441.9044,19136396852.1641,22163405824.9443,22728019816.4068,23145848309.7502,21006550141.5878,20366467190.5084,20623320309.2526,23756068292.1508,26108718021.5023,28570620030.7453,29167601580.1354,33056134799.4621,33429035926.9419,37254463739.3708,38595683505.4069,41521516338.2112,44656306509.3463,45162689435.2971,45723577830.62,47049233137.1801,48044272335.9396,47885455753.5844,53190345128.496,66502083791.1556,84326267609.8198,102076243243.799,110195442987.236,112790698227.102,137897144101.935,155443541077.615,128764022898.541,130418835184.103
Iceland,ISL,248434096.968726,253885656.329253,284916516.159537,340061650.119898,434267936.914583,523694949.370689,628893310.399926,621225962.154708,474399471.622359,414709311.35296,518902000,660321784.090909,827213290.278722,1137337701.09841,1492743381.69085,1386032934.28757,1644755717.18724,2175791290.79298,2474614617.68286,2811162827.56665,3331325043.77189,3441249878.1872,3159121962.51467,2724974071.76325,2822006038.10852,2939845038.39047,3930518365.51983,5438537482.03076,6016168896.17334,5588533007.37354,6372905073.10779,6807365897.52239,6976080330.65779,6126456175.15147,6294803496.77744,7018100153.49728,7330965239.09774,7422994705.53972,8291725774.15186,8742600398.42235,8697298234.45609,7922983042.27064,8907207933.08438,10967706061.8702,13233600471.2808,16301846837.0019,16651142958.6634,20428033904.2073,16863767020.3041,12094119523.3747,12593984445.9169
India,IND,36603837769.0046,26399913691.4286,26502288725.3333,30400103492.2667,35473701819.7333,58832423351.533,45301428571.4286,49510666666.6667,52432000000,57730666666.6667,61193733626.1875,66268349145.6022,71128338762.215,85246069939.044,98763348780.9792,97000863806.5074,101087162350.32,119727922849.356,135377490366.733,150855202222.908,183798614271.987,190454155191.062,197660873163.666,215169245647.969,209669767676.598,229940579816.754,246369598221.972,276003794598.097,293149975486.303,292917377411.527,317466616135.72,267523504823.545,245553170107.802,276037365895.65,323506143586.02,356298991324.313,388343910827.918,410915167039.78,416252442323.143,450476199267.528,460182031503.095,477848859030.569,507189954396.398,599461389810.148,721573248762.032,834035801005.139,951339358745.926,1242426253335.13,1213782569748.83,1380640843779.05,1729010242153.78
Indonesia,IDN,,,,,,,,5980840376.72106,7467363478.84782,8798957442.35583,9656740013.93973,9849117952.81548,11605084559.7301,17171181163.3349,27227710999.441,32147953007.653,39328674729.6386,48396143465.4843,54298158339.5256,55122620334.4537,78013206037.5695,92473878831.719,94715163814.2593,85369201879.0977,87612439197.276,87338874330.0743,80060657611.8902,75929617715.0118,88787623309.6593,101455197785.783,114426498044.996,128167999846.519,139116270052.446,158006849878.9,176892148243.49,202132032844.159,227369671349.349,215748854646.704,95445548017.3549,140001352527.221,165021047883.451,160446947638.313,195660611033.849,234772458818.096,256836883304.553,285868610016.592,364570525997.054,432105253653.315,510226662255.498,539352374398.46,706558240891.857
"Iran, Islamic Rep.",IRN,,,,,,6154739684.9637,6706096864.73927,7425389720.07921,8447898397.57096,9482344576.42244,10588052395.5116,13203457892.5413,16346614631.9208,25789290844.8751,44331002245.915,48942018416.6432,63626810882.7626,74816947678.8832,73033383215.7233,86168280190.0583,90041228621.614,97085719579.1484,121526715239.237,147222717993.254,153067404656.379,170673002206.268,198775373326.423,127851925591.666,116305831422.606,114003085003.894,116035029649.097,,,60088309490.6234,67128216022.6715,90829495171.4392,110573439131.013,105298720965.1,102661888397.335,104656040167.701,101286514977.457,115438386681.929,116420833373.676,135409681532.108,163226579221.096,192014940324.054,222880533511.287,286057933325.518,338187289004.755,331014973186.136
Iraq,IRQ,1683918719.66661,1831479819.38119,1954399496.36447,1978199396.26694,2340239146.98049,2558946823.3543,2772051942.0504,2795295537.0363,3173340354.3157,3304396435.80592,3591431140.79928,4144554445.33806,5356083105.71544,6482501968.58519,12996173026.625,16094547109.6766,19383067724.0333,23326476721.4013,27701970016.2061,39564501728.1819,47562146134.1573,32579844010.4706,36776549880.7059,37495016505.3978,42530668954.0294,44204431807.7354,39991570164.7238,43702264739.9656,43410815201.1973,48422432259.921,,,,,,,,10113863358.2597,10468730246.9136,17942362576.0649,25857106735.7513,18936094867.8072,18969591211.0373,,25755086058.7475,31316963994.5652,45080072236.609,56989916307.9866,86530068728.5223,65192699145.2992,82150312820.5128
Ireland,IRL,1939329775.49438,2088012282.41803,2260349684.15267,2430843768.51697,2766608945.95533,2945704143.08422,3104034393.32285,3343636773.49451,3278584478.22946,3787077343.61143,4266416553.25857,4947971286.14654,6131826973.01964,7260654391.31815,7664088314.72214,9204258890.1185,9175093014.7849,10916778567.5064,14216224627.8962,17779345092.5057,21106806125.4451,20060905535.2468,20841753595.2245,20153938189.9061,19513975690.6696,20643048210.9086,27868167225.3,32920661454.2696,36659485243.0061,38081783245.4848,47852276158.4743,48319942438.9531,54270256540.8385,50872394991.2961,55414618700.7481,67101825431.8182,74057237196.3206,81180205000,88007645411.0127,96292879615.3846,96754681824.2123,104819388536.913,122777745866.742,158022711467.269,185436542613.598,201852365461.623,222473595430.419,259189260141.137,263652850517.45,221778533696.931,203892188349.669
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.643268,1023086918.62768,1180919719.40764,1382548249.78303,1567465656.8505,1563667799.61578,1614595290.9182,1897606791.43353,2264911806.90354,2758117365.04863,2915710378.28299,3437450711.55028,4075664785.25458
Israel,ISR,2887081900.67668,3486954461.02714,2596553912.33168,2992170981.49163,3405458501.95569,3663345598.02916,3980013324.88336,3921085397.89797,3959154191.74836,4568013077.69884,5372301094.56913,5573108412.71613,7173788440.84276,9242160982.44742,12567588803.6609,12336986759.6702,12475947718.1135,13776267565.5439,13618844018.5392,17511335262.5036,21780968646.1188,23196333205.4932,24572712048.9694,27435501836.7464,26042767126.6861,24122660958.9886,29701444276.4431,35476344266.2051,43892480101.5341,44599772801.9003,52490325648.2309,59170288069.8687,65771216221.0222,65925582472.9926,74669718186.617,96064819727.2782,105370179506.027,108389866534.253,109886581932.054,110790638717.837,124749221298.408,123059181586.894,113010257925.619,118903844887.025,126842927264.614,134246880570.41,145843619552.045,166989605900.538,202101449275.362,195391755461.18,217332709280.556
Italy,ITA,40385288346.862,44842760295.4674,50383891901.5473,57710743062.762,63175417022.2145,67978153853.9678,73654870015.0125,81133120069.5364,87942231682.8121,97085082812.3006,109254765489.467,120120043352.06,139955971414.343,169084087910.993,192277533283.715,219381696530.249,216511885601.303,248190364494.185,303554190280.63,379302316010.254,459830080714.447,414976039516.266,411671085039.37,426864993115.757,421898527771.655,435705088124.937,617003094687.622,776293080221.094,859052483338.292,894751916878.352,1133406604072.4,1195264703137.19,1265800120974.08,1020989390919.16,1053924224303.55,1126041431118.51,1259602980298.66,1192322069122.33,1217086529497.04,1200821526741.96,1097344131195.87,1117358481431.77,1218921247882.55,1507171243792.32,1727825472922.22,1777693953638.76,1863380936371.36,2116201719593.01,2296497394246.16,2111157906995,2051412153369.54
Jamaica,JAM,699064357.298637,748043414.097894,777727657.006549,826706669.005825,897948941.586558,972159571.205328,1096759516.24749,1148014336.12037,1083839095.57418,1191239555.57681,1404720459.05833,1539862371.26661,1875146657.0086,1905861156.9452,2375122420.81841,2860442774.67605,2966042882.30784,3249733206.65621,2644527877.44645,2425064186.17771,2679379400.8362,2979027961.12141,3293496303.44114,3619262288.38127,2373564500.56453,2100239026.53449,2754549678.11457,3287007232.35171,3828342820.48217,4404938028.3972,4592208211.53699,4106205952.23973,3535452385.984,4891215396.78684,4938132517.80945,5813471981.63996,6527302707.85419,7472532258.01629,8742153397.25675,8830909008.27052,9008629729.41031,9104515930.20984,9676893928.78833,9398942821.36541,10134991341.8244,11151727459.3373,11989334128.5668,12893737820.579,14121426276.6738,12651603067.3311,13994534274.6527
Japan,JPN,44307342950.4,53508617739.3778,60723018683.7333,69498131797.3333,81749006381.5111,90950278257.7778,105628070343.111,123781880217.6,146601072685.511,172204199480.889,205994821972.222,232680578434.272,308137203077.456,418640387233.499,464704621468.25,505316506254.475,567926104146.82,698968346430.3,982078250175.702,1022190225426.67,1070996926887.44,1183790568243.34,1100410435821.58,1200186348714.61,1275562946668.21,1364163785897.13,2020887159847.09,2448674790424.34,2971032768195.82,2972666861886.11,3058038227118.12,3484769502927.47,3796114212803.18,4350012320387.63,4778992405667.67,5264380244015.5,4642544385824.12,4261842006299.65,3857027943100.85,4368734790196.9,4667448302100.39,4095484283985.13,3918335087887.2,4229096852937.24,4605920900612.79,4552200185087.74,4362589532154.19,4377943849041.22,4879861453767.94,5032982758381.15,5497812568085.79
Jordan,JOR,,,,,,599759760.096096,657999736.800105,631679747.328101,561119775.55209,698879720.448112,639519744.192102,678159728.736108,788479684.608126,943783839.718052,1197483948.68547,1363073497.77355,1648879611.3054,2054259916.72412,2549856850.71575,3266374324.4998,3961735336.07452,4446589777.65538,4825925127.37878,5036644917.49729,5153655079.13594,5119290465.63193,6182314853.4429,6525458031.84433,6049822064.05694,4128435576.84275,4020267827.00931,4193336133.68857,5310833151.19136,5605775321.54374,6237267189.00443,6727454310.64623,6928490840.94834,7248048122.68007,7914118276.94914,8151541084.4784,8463892909.23297,8980439920,9584232160,10197756160,11411390546.8544,12588665467.813,15645466528.1045,17765381659.8841,22696902203.5919,25092339119.3142,27573536000
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728898.8146,24881135586.399,24906939560.1098,23409027475.6879,21250839258.0901,20374307047.115,21035357832.8019,22165932062.966,22135245413.2312,16870817134.7767,18291990619.137,22152689129.5583,24636598581.0204,30833692831.3955,43151647002.6096,57123671733.8952,81003864915.5147,104853480212.158,133441571813.622,115306081355.932,142986931559.838
